image_name,question,answer
1d23efe6.jpg,How many camera lenses are visible?,1
1d23efe6.jpg,What shape is the phone case?,Rectangular
1d23efe6.jpg,Which color is most prominent?,Green
1d23efe6.jpg,Is the pattern abstract or geometric?,Abstract
1d23efe6.jpg,What is at the top center of the case?,Camera
7b524ff1.jpg,How many drawers does the desk have?,6
7b524ff1.jpg,What is the top surface material?,Wood
7b524ff1.jpg,What color are the drawer fronts?,White
7b524ff1.jpg,What shape are the drawer pulls?,Rectangular
7b524ff1.jpg,Is the desk's top surface darker or lighter than the drawer fronts?,Darker
79b74919.jpg,What color is the trim?,Red
79b74919.jpg,How many zippers are visible?,2
79b74919.jpg,What shape is the carrier?,Rectangular
79b74919.jpg,Is the carrier soft or hard?,Soft
79b74919.jpg,What is the material of the window?,Mesh
87ad76d1.jpg,What color is the background of the phone case?,Black
87ad76d1.jpg,How many camera cutouts are visible?,1
87ad76d1.jpg,What shape is the main design element?,Floral
87ad76d1.jpg,Is the design primarily abstract or representational?,Abstract
87ad76d1.jpg,What color is the design on the case?,White
d6b074fc.jpg,How many cameras are visible?,2
d6b074fc.jpg,What shape are the decorative elements connecting the parrots?,Lines
d6b074fc.jpg,What color is the background?,Beige
d6b074fc.jpg,What shape are the cutouts for the camera and flash?,Oval
d6b074fc.jpg,What creatures are depicted on the case?,Parrots
ef55d222.jpg,What color is the phone case?,Black
ef55d222.jpg,How many cables are shown?,1
ef55d222.jpg,What shape is the phone case?,Rectangular
ef55d222.jpg,Is the charging port silver or gold?,Silver
ef55d222.jpg,What material is the case (as stated in the product information)?,Polycarbonate
fe7861b5.jpg,What color is the phone case?,Black
fe7861b5.jpg,How many cameras are visible?,2
fe7861b5.jpg,What shape are the camera cutouts?,Oval
fe7861b5.jpg,Is the case textured or smooth?,Textured
fe7861b5.jpg,Rectangular or square?,Rectangular
7865b2a5.jpg,How many earrings are shown?,2
7865b2a5.jpg,What shape is the main body of each earring?,Oval
7865b2a5.jpg,What color is the inner strand of the earring?,Gold
7865b2a5.jpg,Are the earrings textured?,Yes
7865b2a5.jpg,What type of jewelry is shown?,Earrings
c7d7ca4d.jpg,What color are the prominent flowers?,Pink
c7d7ca4d.jpg,How many camera lenses are visible?,3
c7d7ca4d.jpg,What shape is the phone case?,Rectangular
c7d7ca4d.jpg,Is the background blurry or focused?,Blurry
c7d7ca4d.jpg,What type of flower is depicted?,Tulips
49f4be7d.jpg,What color is the shoe's sole?,Brown
49f4be7d.jpg,How many shoes are visible?,1
49f4be7d.jpg,What shape is the toe?,Rounded
49f4be7d.jpg,What is the shoe type?,Flat
49f4be7d.jpg,Is the shoe's material shiny or matte?,Shiny
f6832896.jpg,What color is the sole of the shoe?,White
f6832896.jpg,How many shoes are shown in the image?,1
f6832896.jpg,What shape is the toe of the shoe?,Round
f6832896.jpg,Is the inside lining striped?,Yes
f6832896.jpg,What color is the upper part of the shoe?,Black
4c514410.jpg,How many phones are pictured?,2
4c514410.jpg,What shape is the phone case?,Rectangular
4c514410.jpg,What color dominates the case design?,Purple
4c514410.jpg,What word is prominent on the case?,You
4c514410.jpg,Is the time displayed AM or PM?,PM
921128b0.jpg,How many cats are visible?,1
921128b0.jpg,What color are the cat's eyes?,Green
921128b0.jpg,What shape is the camera cutout?,Oval
921128b0.jpg,What is covering the cat?,Blanket
921128b0.jpg,What color is the cat's nose?,Pink
85702176.jpg,How many handles are shown?,2
85702176.jpg,What shape are the handles' ends?,Rectangular
85702176.jpg,What color are the handles?,Black
85702176.jpg,How many holes are in each mounting plate?,2
85702176.jpg,Are the handles straight or curved?,Straight
317dd650.jpg,What color is the battery's body?,Blue
317dd650.jpg,How many batteries are shown separately from the main group?,1
317dd650.jpg,What shape are the batteries?,Cylindrical
317dd650.jpg,What is printed on the batteries?,Eono
317dd650.jpg,Are the battery tops flat or pointed?,Flat
2c20f40e.jpg,What color are the boots?,Brown
2c20f40e.jpg,How many boots are shown?,1
2c20f40e.jpg,What shape is the toe?,Round
2c20f40e.jpg,What material is the heel?,Wood
2c20f40e.jpg,Are the boots laced?,No
51c0f401.jpg,What shape are the tortillas?,Round
51c0f401.jpg,How many tortillas are in the package?,10
51c0f401.jpg,What brand are these tortillas?,365
51c0f401.jpg,"What color is the ""Freshly Baked"" stamp?",Blue
51c0f401.jpg,Are the tortillas folded or flat?,Flat
262808e8.jpg,What shape are the camera cutouts?,Oval
262808e8.jpg,How many camera lenses are visible?,2
262808e8.jpg,What color is the background of the case?,Black
262808e8.jpg,What is depicted on the phone case?,Woman
262808e8.jpg,What color are the flowers?,Pink
b659ac33.jpg,How many camera lenses are visible?,1
b659ac33.jpg,What shape is the phone case?,Rectangular
b659ac33.jpg,"What color is the text ""Daddy's Girl""?",White
b659ac33.jpg,Is the background pattern speckled?,Yes
b659ac33.jpg,What is at the top center of the phone case?,Camera
1e45b5b9.jpg,How many camera lenses are visible?,1
1e45b5b9.jpg,Rectangular,Shape
1e45b5b9.jpg,Abstract,Pattern
1e45b5b9.jpg,Plastic,Material
1e45b5b9.jpg,Blue,Color
e81cc731.jpg,What color are the packing cubes?,Grey
e81cc731.jpg,How many wheels does the suitcase have?,4
e81cc731.jpg,What shape are the packing cubes?,Rectangular
e81cc731.jpg,What color is the luggage?,Black
e81cc731.jpg,Is the luggage upright or horizontal?,Upright
aa5c0ffb.jpg,What color is the cable?,Black
aa5c0ffb.jpg,How many connectors are visible?,2
aa5c0ffb.jpg,What shape are the connector ends?,Rectangular
aa5c0ffb.jpg,What is the brand name printed on the cable?,AmazonBasics
aa5c0ffb.jpg,Is the cable straight or coiled?,Straight
dd5960fa.jpg,What shape are the keys?,Square
dd5960fa.jpg,How many connection cables are visible?,1
dd5960fa.jpg,What color is the keyboard?,Black
dd5960fa.jpg,Is the keyboard wired or wireless?,Wired
dd5960fa.jpg,What is the position of the wrist rest relative to the keys?,Below
0c69e4e3.jpg,What color is the chair's base?,Brown
0c69e4e3.jpg,How many cushions are visible?,2
0c69e4e3.jpg,What shape is the seat cushion?,Square
0c69e4e3.jpg,Is the chair's back patterned?,Yes
0c69e4e3.jpg,What color is the smaller cushion?,White
75048a1c.jpg,What shape is the phone case?,Rectangular
75048a1c.jpg,How many roads are visible?,1
75048a1c.jpg,What color is the road?,Black
75048a1c.jpg,Is the image perspective aerial or ground-level?,Aerial
75048a1c.jpg,What color dominates the background besides the road?,Green
4d870a0c.jpg,How many washcloths are shown?,6
4d870a0c.jpg,What shape are these cloths?,Square
4d870a0c.jpg,What color is the trim?,Gray
4d870a0c.jpg,What pattern is on the bottom cloth?,Polka-dot
4d870a0c.jpg,"Are the cloths striped, solid, or patterned?",Both
5a5b577b.jpg,What color is the cord?,Green
5a5b577b.jpg,How many spools are visible?,2
5a5b577b.jpg,What shape are the spools?,Cylindrical
5a5b577b.jpg,Is the cord wrapped tightly or loosely?,Tightly
5a5b577b.jpg,What is the shape of the cord's cross-section?,Round
a72ed6ea.jpg,What color are these shoes?,Brown
a72ed6ea.jpg,How many shoes are visible?,1
a72ed6ea.jpg,Are the shoes laced?,No
a72ed6ea.jpg,What shape is the toe?,Rounded
a72ed6ea.jpg,What material are these shoes likely made of?,Leather
7dfca5d5.jpg,What shape is the phone case?,Rectangular
7dfca5d5.jpg,How many cameras are visible?,1
7dfca5d5.jpg,What color is the background of the case?,Black
7dfca5d5.jpg,Are the designs printed or embossed?,Printed
7dfca5d5.jpg,What shape are the stars?,Five-pointed
d34d99cd.jpg,What color is the heater's base?,Black
d34d99cd.jpg,What shape is the heater's front grille?,Rectangular
d34d99cd.jpg,How many dials are visible on top of the heater?,2
d34d99cd.jpg,What color is the power indicator light?,Red
d34d99cd.jpg,Is the heater's body metallic or plastic?,Metallic
e14fe7a1.jpg,What shape is the headboard?,Rectangular
e14fe7a1.jpg,How many wooden supports are visible?,1
e14fe7a1.jpg,What color are the legs?,Black
e14fe7a1.jpg,Is the headboard tufted?,No
e14fe7a1.jpg,What is the headboard's primary color?,Beige
33b90404.jpg,What shape is the pasta?,Rotini
33b90404.jpg,How many minutes does the meal take to prepare?,15
33b90404.jpg,What color is the main background?,Green
33b90404.jpg,What brand is this product?,Wickedly
33b90404.jpg,What vegetable is pictured with the pasta?,Peas
f954c0fd.jpg,What shape is the phone case?,Rectangular
f954c0fd.jpg,How many black stripes are visible?,3
f954c0fd.jpg,What color is the home button?,Oval
f954c0fd.jpg,Is the pattern striped?,Yes
f954c0fd.jpg,What color predominates on the case?,White
c7aef865.jpg,What color is the majority of the shoe?,White
c7aef865.jpg,How many colors are visible on the shoe?,2
c7aef865.jpg,What shape are the toe caps?,Rounded
c7aef865.jpg,Are the laces patterned or plain?,Plain
c7aef865.jpg,What color is the heel patch?,Black
89e0b9fc.jpg,What color is the peacock's neck?,Blue
89e0b9fc.jpg,How many camera lenses are visible?,3
89e0b9fc.jpg,What shape is the phone case?,Rectangular
89e0b9fc.jpg,What animal is depicted?,Peacock
89e0b9fc.jpg,"What color are the peacock's ""eyes"" on its feathers?",Blue
4207ae24.jpg,What shape is the headboard?,Curved
4207ae24.jpg,What color is the headboard?,Beige
4207ae24.jpg,How many pillows are shown?,2
4207ae24.jpg,Is the headboard's surface smooth or textured?,Textured
4207ae24.jpg,What is the headboard's function?,Support
fca5f25b.jpg,How many panels are shown?,2
fca5f25b.jpg,What shape are the rod's finials?,Round
fca5f25b.jpg,What color is the rod?,Bronze
fca5f25b.jpg,Are the curtains patterned or solid?,Solid
fca5f25b.jpg,How many pleats does each panel have?,7
1cdfca5f.jpg,What color is the phone case?,Black
1cdfca5f.jpg,How many planets are depicted?,4
1cdfca5f.jpg,What shape is the Apple logo cutout?,Apple
1cdfca5f.jpg,What is the predominant pattern theme?,Space
1cdfca5f.jpg,Are the design elements primarily lines or filled shapes?,Lines
5e79d51b.jpg,What color is the desk converter?,Black
5e79d51b.jpg,How many monitor arms are shown?,2
5e79d51b.jpg,What shape is the main desk surface?,Rectangular
5e79d51b.jpg,Are the monitor arms attached to the desk converter in the image?,No
5e79d51b.jpg,How many platforms does the desk converter have?,2
4e32f6ed.jpg,What color is the bow?,Pink
4e32f6ed.jpg,How many cats are pictured?,1
4e32f6ed.jpg,What shape are the cat's eyes?,Round
4e32f6ed.jpg,What color is the cat?,White
4e32f6ed.jpg,"Rectangular, square, or circular: Which best describes the phone case shape?",Rectangular
655d5eba.jpg,What shape are the camera lenses?,Circular
655d5eba.jpg,How many butterflies are depicted?,1
655d5eba.jpg,What color is the butterfly?,Blue
655d5eba.jpg,What color are the sparkles?,White
655d5eba.jpg,Is the background plain or patterned?,Patterned
09050374.jpg,What color is the background?,Blue
09050374.jpg,How many flowers are depicted?,2
09050374.jpg,What shape is the phone case?,Rectangular
09050374.jpg,What color are the flower tips?,Pink
09050374.jpg,Is the image pattern floral?,Yes
ee169caa.jpg,What color is the lampshade?,White
ee169caa.jpg,How many hinges are visible?,2
ee169caa.jpg,What shape is the base?,Circular
ee169caa.jpg,What color is the cord's loop?,Red
ee169caa.jpg,Is the lampshade conical?,Yes
96277b9c.jpg,How many suitcases are shown?,3
96277b9c.jpg,What shape are the suitcases?,Rectangular
96277b9c.jpg,What color is the handle?,Black
96277b9c.jpg,Are the suitcases textured or smooth?,Textured
96277b9c.jpg,What color are the suitcases?,Blue
ebe41768.jpg,What shape is the case?,Rectangular
ebe41768.jpg,How many butterflies are predominantly pink/purple?,1
ebe41768.jpg,What color is the Motorola logo?,Silver
ebe41768.jpg,What insect is depicted on the case?,Butterfly
ebe41768.jpg,Is the background light or dark?,Dark
369f3ea6.jpg,What shape are the dominant graphical elements?,Hearts
369f3ea6.jpg,How many camera cutouts are visible?,1
369f3ea6.jpg,What color is the ribbon?,Red
369f3ea6.jpg,Is the background pattern striped?,No
369f3ea6.jpg,Rectangular or square?,Rectangular
2dc4f610.jpg,How many compartments are visible inside the hamper?,2
2dc4f610.jpg,What shape is the hamper?,Rectangular
2dc4f610.jpg,What color is the hamper's exterior?,Gray
2dc4f610.jpg,Is the lid open or closed?,Open
2dc4f610.jpg,How many handles are visible on the front of the hamper?,1
1dd3927b.jpg,What shape are the embellishments on the flowers?,Round
1dd3927b.jpg,How many large butterflies are visible?,1
1dd3927b.jpg,What color is the background of the phone case?,Purple
1dd3927b.jpg,What is depicted on the phone case besides flowers?,Butterflies
1dd3927b.jpg,What shape is the camera cutout?,Oval
0cf87e41.jpg,What is the color of the label's background?,Green
0cf87e41.jpg,What shape is the packaging?,Rectangular
0cf87e41.jpg,How many pounds of beef are in the package?,2.5
0cf87e41.jpg,What is the brand of the ground beef?,Fresh
0cf87e41.jpg,What is the color of the meat?,Red
96e72d03.jpg,What shape is the phone case?,Rectangular
96e72d03.jpg,How many cameras are visible?,1
96e72d03.jpg,What color is the anchor?,White
96e72d03.jpg,What is depicted behind the anchor?,Wave
96e72d03.jpg,Is the time displayed AM or PM?,PM
eff01e1b.jpg,How many cameras are visible on the phone case?,2
eff01e1b.jpg,What shape is the phone case?,Rectangular
eff01e1b.jpg,Is the figure's pose open or closed?,Open
eff01e1b.jpg,What color is the bottom edge of the case?,Brown
eff01e1b.jpg,Which way is the person facing?,Away
336f1651.jpg,What color is the rug?,Blue
336f1651.jpg,What shape is the rug?,Rectangular
336f1651.jpg,How many books are stacked on the rug?,3
336f1651.jpg,Is the rug's texture smooth or textured?,Textured
336f1651.jpg,What is the dominant pattern on the rug?,Geometric
69fb0b08.jpg,How many peace symbols are visible?,1
69fb0b08.jpg,What shape is the green charm?,Heart
69fb0b08.jpg,What word is written on the charm?,LOVE
69fb0b08.jpg,What color is the phone case's background?,Black
69fb0b08.jpg,Is the chain metallic?,Yes
0becf9d4.jpg,What color is the sole?,Brown
0becf9d4.jpg,How many boots are shown?,1
0becf9d4.jpg,What shape is the toe?,Rounded
0becf9d4.jpg,What material is the upper?,Nubuck
0becf9d4.jpg,What color are the boots?,Blue
9d133270.jpg,What shape is the camera lens?,Circular
9d133270.jpg,How many headlights are visible?,1
9d133270.jpg,What color is the motorcycle predominantly?,Silver
9d133270.jpg,Rectangular or square?,Rectangular
9d133270.jpg,How many wheels are visible?,1
932b1a60.jpg,What shape are the repeating elements?,Chevron
932b1a60.jpg,How many camera cutouts are visible?,1
932b1a60.jpg,What color is the dominant background pattern?,Black
932b1a60.jpg,Is the pattern striped?,Yes
932b1a60.jpg,Rectangular or square?,Rectangular
40baad9f.jpg,What color is the hose connector?,Orange
40baad9f.jpg,How many handles are visible?,1
40baad9f.jpg,What shape is the base of the hose reel?,Triangular
40baad9f.jpg,What color is the reel?,Green
40baad9f.jpg,Is the reel's frame metal or plastic?,Plastic
e63f2cfa.jpg,What shape are the scattered small graphics?,Stars
e63f2cfa.jpg,How many camera lenses are visible?,1
e63f2cfa.jpg,What color is the ribbon?,Red
e63f2cfa.jpg,What shape is the phone case?,Rectangular
e63f2cfa.jpg,What color predominates the case?,Pink
7087c6aa.jpg,What color is the background of the phone case?,Black
